WEO_Country_Group_Code,WEO_Subject_Code,Country_Group_Name,Subject_Descriptor,Subject_Notes,Units,Scale,Country_Series-specific_Notes,Estimates_Start_After,Year,Value,version,_rescued_data
110,PSAWMAL,Advanced economies,"Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
110,PSOFTW,Advanced economies,Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
110,PLOGORE,Advanced economies,"Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
110,PSAWORE,Advanced economies,"Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
110,PCOTTIND,Advanced economies,"Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
110,PWOOLW,Advanced economies,Commodity Wool Index includes Coarse and Fine Wool Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
110,PWOOLF,Advanced economies,"Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
110,PWOOLC,Advanced economies,"Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
110,PRUBB,Advanced economies,"Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
110,PHIDE,Advanced economies,"Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
110,PMETAW,Advanced economies,"Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
110,PCOPP,Advanced economies,"Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
110,PALUM,Advanced economies,"Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
110,PIORECR,Advanced economies,"Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
110,PTIN,Advanced economies,"Tin, standard grade, LME spot price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
110,PNICK,Advanced economies,"Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
110,PZINC,Advanced economies,"Zinc, high grade 98% pure, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
110,PLEAD,Advanced economies,"Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
110,PURAN,Advanced economies,"Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,NGDP_RPCH,Euro area,"Gross domestic product, constant prices",null,Percent change,null,null,null,1981,null,2023-10-01,null
163,NGDP_RPCHMK,Euro area,"Gross domestic product, constant prices",null,Percent change (market exchange rates),null,null,null,1981,null,2023-10-01,null
163,NGDPD,Euro area,"Gross domestic product, current prices",null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,PPPGDP,Euro area,"Gross domestic product, current prices",null,Purchasing power parity; international dollars,Billions,null,null,1981,null,2023-10-01,null
163,NGDP_D,Euro area,"Gross domestic product, deflator",null,"Index, 2000=100",null,null,null,1981,null,2023-10-01,null
163,NGDPRPPPPC,Euro area,"Gross domestic product per capita, constant prices",null,Purchasing power parity; 2017 international dollar,Units,null,null,1981,null,2023-10-01,null
163,PPPPC,Euro area,"Gross domestic product per capita, current prices",null,Purchasing power parity; international dollars,Units,null,null,1981,null,2023-10-01,null
163,NGAP_NPGDP,Euro area,Output gap,null,Percent of potential GDP,null,null,null,1981,null,2023-10-01,null
163,PPPSH,Euro area,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"""These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, """"Revised Purchasing Power Parity Weights"""" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.""",Percent,null,null,null,1981,null,2023-10-01,null
163,NID_NGDP,Euro area,Investment,null,Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,NGSD_NGDP,Euro area,Gross national savings,null,Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,PCPIPCH,Euro area,"Inflation, average consumer prices",null,Percent change,null,null,null,1981,null,2023-10-01,null
163,PCPIEPCH,Euro area,"Inflation, end of period consumer prices",null,Percent change,null,null,null,1981,null,2023-10-01,null
163,TRADEPCH,Euro area,Trade volume of goods and services,null,Percent change,null,null,null,1981,null,2023-10-01,null
163,TM_RPCH,Euro area,Volume of imports of goods and services,null,Percent change,null,null,null,1981,-2.048,2023-10-01,null
163,TMG_RPCH,Euro area,Volume of imports of goods,null,Percent change,null,null,null,1981,-4.212,2023-10-01,null
163,TX_RPCH,Euro area,Volume of exports of goods and services,null,Percent change,null,null,null,1981,6.250,2023-10-01,null
163,TXG_RPCH,Euro area,Volume of exports of goods,null,Percent change,null,null,null,1981,6.290,2023-10-01,null
163,TTPCH,Euro area,Terms of trade of goods and services,null,Percent change,null,null,null,1981,-5.400,2023-10-01,null
163,TTTPCH,Euro area,Terms of trade of goods,null,Percent change,null,null,null,1981,-6.313,2023-10-01,null
163,TXGM_D,Euro area,Export price of manufactures,null,"U.S. dollars; index, 2000=100",null,null,null,1981,null,2023-10-01,null
163,TXGM_DPCH,Euro area,Export price of manufactures,null,U.S. dollars; annual percent change,null,null,null,1981,null,2023-10-01,null
163,LUR,Euro area,Unemployment rate,null,Percent of total labor force,null,null,null,1981,null,2023-10-01,null
163,LE,Euro area,Employment,null,"Index, 2000=100",null,null,null,1981,null,2023-10-01,null
163,GGR_NGDP,Euro area,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,GGX_NGDP,Euro area,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,GGXCNL_NGDP,Euro area,General government net lending/borrowing,"Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,GGSB_NPGDP,Euro area,General government structural balance,null,Percent of potential GDP,null,null,null,1981,null,2023-10-01,null
163,GGXONLB_NGDP,Euro area,General government primary net lending/borrowing,Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).,Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,GGXWDN_NGDP,Euro area,General government net debt,"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,GGXWDG_NGDP,Euro area,General government gross debt,"Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).",Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,BCA,Euro area,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.",U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,BCA_NGDPD,Euro area,Current account balance,null,Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,BM,Euro area,Imports of goods and services,null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,BX,Euro area,Exports of goods and services,null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,BF,Euro area,Financial account balance,null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,BFD,Euro area,"Direct investment, net",null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,BFP,Euro area,"Portfolio investment, net",null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,BFF,Euro area,"Financial derivatives, net",null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,BFO,Euro area,"Other investment, net",null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,BFRA,Euro area,Change in reserves,null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,D,Euro area,"External debt, total",null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,D_NGDPD,Euro area,"External debt, total",null,Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,D_BX,Euro area,"External debt, total",null,Percent of exports of goods and services,null,null,null,1981,null,2023-10-01,null
163,DS,Euro area,"External debt, total debt service",null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,DS_NGDPD,Euro area,"External debt, total debt service",null,Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,DS_BX,Euro area,"External debt, total debt service",null,Percent of exports of goods and services,null,null,null,1981,null,2023-10-01,null
163,DSI,Euro area,"External debt, total debt service, interest",null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,DSI_NGDPD,Euro area,"External debt, total debt service, interest",null,Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,DSI_BX,Euro area,"External debt, total debt service, interest",null,Percent of exports of goods and services,null,null,null,1981,null,2023-10-01,null
163,DSP,Euro area,"External debt, total debt service, amortization",null,U.S. dollars,Billions,null,null,1981,null,2023-10-01,null
163,DSP_NGDPD,Euro area,"External debt, total debt service, amortization",null,Percent of GDP,null,null,null,1981,null,2023-10-01,null
163,DSP_BX,Euro area,"External debt, total debt service, amortization",null,Percent of exports of goods and services,null,null,null,1981,null,2023-10-01,null
163,PALLFNFW,Euro area,Commodity Price Index includes both Fuel and Non-Fuel Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PNFUELW,Euro area,Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PINDUW,Euro area,Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,POILAPSP,Euro area,"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel","The APSP denotes an equally weighted average of three crude oil spot prices—West Texas Intermediate (“WTI”), Dated Brent (“Brent”), and Dubai Fateh (“Dubai”). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the “headline” oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.",U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,POILBRE,Euro area,"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,POILDUB,Euro area,"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,POILWTI,Euro area,"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PNRGW,Euro area,"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,POILAPSPW,Euro area,"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","The APSP denotes an equally weighted average of three crude oil spot prices—West Texas Intermediate (“WTI”), Dated Brent (“Brent”), and Dubai Fateh (“Dubai”). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the “headline” oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.","Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PNGASW,Euro area,"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PNGASEU,Euro area,"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PNGASJP,Euro area,"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PNGASUS,Euro area,"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PCOALW,Euro area,Commodity Coal Price Index includes Australian and South African Coal,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PCOALAU,Euro area,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PCOALSA,Euro area,"Coal, South African export price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PFANDBW,Euro area,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PFOODW,Euro area,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PCEREW,Euro area,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PWHEAMT,Euro area,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PMAIZMT,Euro area,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PRICENPQ,Euro area,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PBARL,Euro area,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PVOILW,Euro area,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PSOYB,Euro area,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PSMEA,Euro area,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PSOIL,Euro area,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PROIL,Euro area,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PPOIL,Euro area,"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PSUNO,Euro area,"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,POLVOIL,Euro area,"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PFISH,Euro area,"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PGNUTS,Euro area,"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PMEATW,Euro area,"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PBEEF,Euro area,"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PLAMB,Euro area,"Lamb, frozen carcass Smithfield London, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PPORK,Euro area,"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PPOULT,Euro area,"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PSEAFW,Euro area,Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PSALM,Euro area,"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PSHRI,Euro area,"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PSUGAW,Euro area,"Commodity Sugar Index includes European, Free market, and U.S. Price Indices",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PSUGAISA,Euro area,"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PSUGAUSA,Euro area,"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PBANSOP,Euro area,"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PORANG,Euro area,"Oranges, miscellaneous oranges French import price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PBEVEW,Euro area,"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PCOFFW,Euro area,Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PCOFFOTM,Euro area,"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PCOFFROB,Euro area,"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PCOCO,Euro area,"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PTEA,Euro area,"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PRAWMW,Euro area,"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PTIMBW,Euro area,Commodity Timber Index includes Hardwood and Softwood Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PHARDW,Euro area,Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PLOGSK,Euro area,"Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PSAWMAL,Euro area,"Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PSOFTW,Euro area,Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PLOGORE,Euro area,"Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PSAWORE,Euro area,"Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PCOTTIND,Euro area,"Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PWOOLW,Euro area,Commodity Wool Index includes Coarse and Fine Wool Price Indices,null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PWOOLF,Euro area,"Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PWOOLC,Euro area,"Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PRUBB,Euro area,"Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PHIDE,Euro area,"Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",null,U.S. cents,Units,null,null,1981,null,2023-10-01,null
163,PMETAW,Euro area,"Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices",null,"Index, 2016=100",null,null,null,1981,null,2023-10-01,null
163,PCOPP,Euro area,"Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PALUM,Euro area,"Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PIORECR,Euro area,"Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PTIN,Euro area,"Tin, standard grade, LME spot price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PNICK,Euro area,"Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PZINC,Euro area,"Zinc, high grade 98% pure, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PLEAD,Euro area,"Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
163,PURAN,Euro area,"Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",null,U.S. dollars,Units,null,null,1981,null,2023-10-01,null
119,NGDP_RPCH,Major advanced economies (G7),"Gross domestic product, constant prices",null,Percent change,null,null,null,1981,1.980,2023-10-01,null
119,NGDP_RPCHMK,Major advanced economies (G7),"Gross domestic product, constant prices",null,Percent change (market exchange rates),null,null,null,1981,null,2023-10-01,null
119,NGDPD,Major advanced economies (G7),"Gross domestic product, current prices",null,U.S. dollars,Billions,null,null,1981,"7,118.285",2023-10-01,null
119,PPPGDP,Major advanced economies (G7),"Gross domestic product, current prices",null,Purchasing power parity; international dollars,Billions,null,null,1981,"7,590.794",2023-10-01,null
119,NGDP_D,Major advanced economies (G7),"Gross domestic product, deflator",null,"Index, 2000=100",null,null,null,1981,52.719,2023-10-01,null
119,NGDPRPPPPC,Major advanced economies (G7),"Gross domestic product per capita, constant prices",null,Purchasing power parity; 2017 international dollar,Units,null,null,1981,"29,145.170",2023-10-01,null
119,PPPPC,Major advanced economies (G7),"Gross domestic product per capita, current prices",null,Purchasing power parity; international dollars,Units,null,null,1981,"12,319.180",2023-10-01,null
119,NGAP_NPGDP,Major advanced economies (G7),Output gap,null,Percent of potential GDP,null,null,null,1981,-1.157,2023-10-01,null
